HGNC ID	Approved symbol	Approved name	OMIM ID(supplied by OMIM)	MANE Select Ensembl transcript ID (supplied by NCBI)	MANE Select RefSeq transcript ID (supplied by NCBI)
HGNC:13488	VPS4A	vacuolar protein sorting 4 homolog A	609982	ENST00000254950.13	NM_013245.3
HGNC:10895	VPS4B	vacuolar protein sorting 4 homolog B	609983	ENST00000238497.10	NM_004869.4
HGNC:29122	VPS8	VPS8 subunit of CORVET complex	618366	ENST00000625842.3	NM_001009921.3
HGNC:13526	VPS9D1	VPS9 domain containing 1	619292	ENST00000389386.8	NM_004913.3
HGNC:48915	VPS9D1-AS1	VPS9D1 antisense RNA 1			
HGNC:14583	VPS11	VPS11 core subunit of CORVET and HOPS complexes	608549	ENST00000621676.5	NM_021729.6
HGNC:55227	VPS11-DT	VPS11 divergent transcript			
HGNC:1908	VPS13A	vacuolar protein sorting 13 homolog A	605978	ENST00000360280.8	NM_033305.3
HGNC:44167	VPS13A-AS1	VPS13A antisense RNA 1			
HGNC:2183	VPS13B	vacuolar protein sorting 13 homolog B	607817	ENST00000357162.7	NM_152564.5
HGNC:54375	VPS13B-DT	VPS13B divergent transcript			
HGNC:23594	VPS13C	vacuolar protein sorting 13 homolog C	608879	ENST00000644861.2	NM_020821.3
HGNC:55425	VPS13C-DT	VPS13C divergent transcript			
HGNC:23595	VPS13D	vacuolar protein sorting 13 homolog D	608877	ENST00000620676.6	NM_015378.4
HGNC:14584	VPS16	VPS16 core subunit of CORVET and HOPS complexes	608550	ENST00000380445.8	NM_022575.4
HGNC:15972	VPS18	VPS18 core subunit of CORVET and HOPS complexes	608551	ENST00000220509.10	NM_020857.3
HGNC:28122	VPS25	vacuolar protein sorting 25 homolog	610907	ENST00000253794.7	NM_032353.4
HGNC:44250	VPS25P1	VPS25 pseudogene 1			
HGNC:12711	VPS26A	VPS26, retromer complex component A	605506	ENST00000263559.11	NM_004896.5
HGNC:44611	VPS26AP1	VPS26A pseudogene 1			
HGNC:28119	VPS26B	VPS26, retromer complex component B	610027	ENST00000281187.10	NM_052875.5
HGNC:44612	VPS26BP1	VPS26B pseudogene 1			
HGNC:3044	VPS26C	VPS26 endosomal protein sorting factor C	605298	ENST00000309117.11	NM_006052.2
HGNC:54684	VPS26CP1	VPS26C pseudogene 1			
HGNC:18178	VPS28	VPS28 subunit of ESCRT-I	611952	ENST00000292510.6	NM_016208.4
HGNC:14340	VPS29	VPS29 retromer complex component	606932	ENST00000549578.6	NM_016226.5
HGNC:18179	VPS33A	VPS33A core subunit of CORVET and HOPS complexes	610034	ENST00000267199.9	NM_022916.6
HGNC:12712	VPS33B	VPS33B late endosome and lysosome associated	608552	ENST00000333371.8	NM_018668.5
HGNC:51413	VPS33B-DT	VPS33B divergent transcript			
HGNC:13487	VPS35	VPS35 retromer complex component	601501	ENST00000299138.12	NM_018206.6
HGNC:24641	VPS35L	VPS35 endosomal protein sorting factor like	618981	ENST00000417362.7	NM_020314.7
HGNC:51805	VPS35P1	VPS35 pseudogene 1			
HGNC:20312	VPS36	vacuolar protein sorting 36 homolog	610903	ENST00000378060.9	NM_016075.4
HGNC:24928	VPS37A	VPS37A subunit of ESCRT-I	609927	ENST00000324849.9	NM_152415.3
HGNC:25754	VPS37B	VPS37B subunit of ESCRT-I	610037	ENST00000267202.7	NM_024667.3
HGNC:26097	VPS37C	VPS37C subunit of ESCRT-I	610038	ENST00000301765.10	NM_017966.5
HGNC:18287	VPS37D	VPS37D subunit of ESCRT-I	610039	ENST00000324941.5	NM_001077621.2
HGNC:20593	VPS39	VPS39 subunit of HOPS complex	612188	ENST00000318006.10	NM_015289.5
HGNC:55378	VPS39-DT	VPS39 divergent transcript			
HGNC:12713	VPS41	VPS41 subunit of HOPS complex	605485	ENST00000310301.9	NM_014396.4
HGNC:14579	VPS45	vacuolar protein sorting 45 homolog	610035	ENST00000644510.2	NM_007259.5
HGNC:12714	VPS45B	symbol withdrawn, see [HGNC:14579](/data/gene-symbol-report/#!/hgnc_id/HGNC:14579)			
HGNC:25956	VPS50	VPS50 subunit of EARP/GARPII complex	616465	ENST00000305866.10	NM_017667.4
HGNC:1172	VPS51	VPS51 subunit of GARP complex	615738	ENST00000279281.8	NM_013265.4
HGNC:10518	VPS52	VPS52 subunit of GARP complex	603443	ENST00000445902.3	NM_022553.6
HGNC:25608	VPS53	VPS53 subunit of GARP complex	615850	ENST00000437048.7	NM_001128159.3
HGNC:18652	VPS54	VPS54 subunit of GARP complex	614633	ENST00000272322.9	NM_016516.3
HGNC:11644	VPS72	vacuolar protein sorting 72 homolog	600607	ENST00000368892.9	NM_005997.3
HGNC:12717	VRF	symbol withdrawn, see [HGNC:12681](/data/gene-symbol-report/#!/hgnc_id/HGNC:12681)			
HGNC:12718	VRK1	VRK serine/threonine kinase 1	602168	ENST00000216639.8	NM_003384.3
HGNC:12719	VRK2	VRK serine/threonine kinase 2	602169	ENST00000340157.9	NM_006296.7
HGNC:18996	VRK3	VRK serine/threonine kinase 3	619771	ENST00000316763.8	NM_016440.4
HGNC:23021	VRK3P1	vaccinia related kinase 3 pseudogene 1			
HGNC:12720	VRNI	symbol withdrawn, see [HGNC:1482](/data/gene-symbol-report/#!/hgnc_id/HGNC:1482)			
HGNC:20223	VRTN	vertebrae development associated		ENST00000256362.5	NM_018228.3
HGNC:28675	VSIG1	V-set and immunoglobulin domain containing 1	300620	ENST00000217957.10	NM_182607.5
HGNC:17149	VSIG2	V-set and immunoglobulin domain containing 2	606011	ENST00000326621.10	NM_014312.5
HGNC:17032	VSIG4	V-set and immunoglobulin domain containing 4	300353	ENST00000374737.9	NM_007268.3
HGNC:32352	VSIG6	symbol withdrawn, see [HGNC:5658](/data/gene-symbol-report/#!/hgnc_id/HGNC:5658)			
HGNC:32353	VSIG7	symbol withdrawn, see [HGNC:5569](/data/gene-symbol-report/#!/hgnc_id/HGNC:5569)			
HGNC:32063	VSIG8	V-set and immunoglobulin domain containing 8		ENST00000368100.1	NM_001013661.1
HGNC:26078	VSIG10	V-set and immunoglobulin domain containing 10		ENST00000359236.10	NM_019086.6
HGNC:27111	VSIG10L	V-set and immunoglobulin domain containing 10 like	617740	ENST00000335624.5	NM_001163922.3
HGNC:55282	VSIG10L-AS1	VSIG10L antisense RNA 1			
HGNC:27879	VSIG10L2	V-set and immunoglobulin domain containing 10 like 2		ENST00000686984.1	NM_001365077.2
HGNC:30085	VSIR	V-set immunoregulatory receptor	615608	ENST00000394957.8	NM_022153.2
HGNC:12722	VSNL1	visinin like 1	600817	ENST00000295156.9	NM_003385.5
HGNC:29455	VSTM1	V-set and transmembrane domain containing 1	616804	ENST00000338372.7	NM_198481.4
HGNC:28499	VSTM2A	V-set and transmembrane domain containing 2A		ENST00000402613.4	NM_001301009.2
HGNC:50770	VSTM2A-OT1	VSTM2A overlapping transcript 1			
HGNC:33595	VSTM2B	V-set and transmembrane domain containing 2B		ENST00000335523.8	NM_001146339.2
HGNC:27615	VSTM2B-DT	VSTM2B divergent transcript			
HGNC:16096	VSTM2L	V-set and transmembrane domain containing 2 like	616537	ENST00000373461.9	NM_080607.3
HGNC:26470	VSTM4	V-set and transmembrane domain containing 4		ENST00000332853.9	NM_001031746.5
HGNC:34443	VSTM5	V-set and transmembrane domain containing 5		ENST00000409977.2	NM_001144871.2
HGNC:12723	VSX1	visual system homeobox 1	605020	ENST00000376709.9	NM_014588.6
HGNC:1975	VSX2	visual system homeobox 2	142993	ENST00000261980.3	NM_182894.3
HGNC:20954	VTA1	vesicle trafficking 1	610902	ENST00000367630.9	NM_016485.5
HGNC:50483	VTA1P1	vesicle trafficking 1 pseudogene 1			
HGNC:50484	VTA1P2	vesicle trafficking 1 pseudogene 2			
HGNC:28873	VTCN1	V-set domain containing T cell activation inhibitor 1	608162	ENST00000369458.8	NM_024626.4
HGNC:17792	VTI1A	vesicle transport through interaction with t-SNAREs 1A	614316	ENST00000393077.3	NM_145206.4
HGNC:17793	VTI1B	vesicle transport through interaction with t-SNAREs 1B	603207	ENST00000554659.6	NM_006370.3
HGNC:43727	VTI1BP1	vesicle transport through interaction with t-SNAREs 1B pseudogene 1			
HGNC:43728	VTI1BP2	vesicle transport through interaction with t-SNAREs 1B pseudogene 2			
HGNC:43729	VTI1BP3	vesicle transport through interaction with t-SNAREs 1B pseudogene 3			
HGNC:43730	VTI1BP4	vesicle transport through interaction with t-SNAREs 1B pseudogene 4			
HGNC:16057	VTLO1	symbol withdrawn, see [HGNC:16304](/data/gene-symbol-report/#!/hgnc_id/HGNC:16304)			
HGNC:12724	VTN	vitronectin	193190	ENST00000226218.9	NM_000638.4
HGNC:12725	VTNR	symbol withdrawn, see [HGNC:6150](/data/gene-symbol-report/#!/hgnc_id/HGNC:6150)			
HGNC:12654	VTRNA1-1	vault RNA 1-1	612695		
HGNC:12655	VTRNA1-2	vault RNA 1-2	612696		
HGNC:12656	VTRNA1-3	vault RNA 1-3	612697		
HGNC:37054	VTRNA2-1	vault RNA 2-1	614938		
HGNC:46889	VTRNA2-2P	vault RNA 2-2, pseudogene			
HGNC:23027	VTRNA3-1P	vault RNA 3-1, pseudogene			
HGNC:30910	VWA1	von Willebrand factor A domain containing 1	611901	ENST00000476993.2	NM_022834.5
HGNC:24709	VWA2	von Willebrand factor A domain containing 2	618281	ENST00000392982.8	NM_001272046.2
HGNC:27088	VWA3A	von Willebrand factor A domain containing 3A		ENST00000389398.10	NM_173615.5
HGNC:28385	VWA3B	von Willebrand factor A domain containing 3B	614884	ENST00000477737.6	NM_144992.5
HGNC:6658	VWA5A	von Willebrand factor A domain containing 5A	602929	ENST00000456829.7	NM_001130142.2
HGNC:26538	VWA5B1	von Willebrand factor A domain containing 5B1		ENST00000289815.13	NM_001039500.3
HGNC:25144	VWA5B2	von Willebrand factor A domain containing 5B2		ENST00000691901.1	NM_001390846.1
HGNC:13939	VWA7	von Willebrand factor A domain containing 7	609693	ENST00000375688.5	NM_025258.3
HGNC:29071	VWA8	von Willebrand factor A domain containing 8	617509	ENST00000379310.8	NM_015058.2
HGNC:44270	VWA8-AS1	VWA8 antisense RNA 1 (head to head)			
HGNC:44271	VWA8P1	von Willebrand factor A domain containing 8 pseudogene 1			
HGNC:30200	VWC2	von Willebrand factor C domain containing 2	611108	ENST00000340652.5	NM_198570.5
HGNC:37203	VWC2L	von Willebrand factor C domain containing 2 like	619794	ENST00000312504.10	NM_001080500.4
HGNC:41508	VWC2L-IT1	VWC2L intronic transcript 1			
HGNC:26487	VWCE	von Willebrand factor C and EGF domains	611115	ENST00000335613.10	NM_152718.2
HGNC:21897	VWDE	von Willebrand factor D and EGF domains		ENST00000275358.8	NM_001135924.3
HGNC:12726	VWF	von Willebrand factor	613160	ENST00000261405.10	NM_000552.5
HGNC:12727	VWFP1	von Willebrand factor pseudogene 1			
HGNC:12728	VWS	symbol withdrawn, see [HGNC:6121](/data/gene-symbol-report/#!/hgnc_id/HGNC:6121)			
HGNC:28498	VXN	vexin		ENST00000305454.8	NM_152765.4
HGNC:17327	WAC	WW domain containing adaptor with coiled-coil	615049	ENST00000354911.9	NM_016628.5
HGNC:27347	WAC-AS1	WAC antisense RNA 1 (head to head)			
HGNC:53753	WAKMAR1	wound and keratinocyte migration associated lncRNA 1			
HGNC:53754	WAKMAR2	wound and keratinocyte migration associated lncRNA 2	618508		
HGNC:23293	WAPL	WAPL cohesin release factor	610754	ENST00000298767.10	NM_015045.5
HGNC:55805	WAPL-DT	WAPL divergent transcript			
HGNC:20600	WARBM1	symbol withdrawn, see [HGNC:17063](/data/gene-symbol-report/#!/hgnc_id/HGNC:17063)			
HGNC:12729	WARS1	tryptophanyl-tRNA synthetase 1	191050	ENST00000392882.7	NM_004184.4
HGNC:50482	WARS1P1	tryptophanyl-tRNA synthetase 1 pseudogene 1			
HGNC:12730	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	604733	ENST00000235521.5	NM_015836.4
HGNC:40612	WARS2-AS1	WARS2 antisense RNA 1			
HGNC:41393	WARS2-IT1	WARS2 intronic transcript 1			
HGNC:45116	WARS2P1	tryptophanyl tRNA synthetase 2 pseudogene 1			
HGNC:12731	WAS	WASP actin nucleation promoting factor	300392	ENST00000376701.5	NM_000377.3
HGNC:12732	WASF1	WASP family member 1	605035	ENST00000392589.6	NM_003931.3
HGNC:51533	WASF1P1	WASF1 pseudogene 1			
HGNC:12733	WASF2	WASP family member 2	605875	ENST00000618852.5	NM_006990.5
HGNC:12734	WASF3	WASP family member 3	605068	ENST00000335327.6	NM_006646.6
HGNC:39841	WASF3-AS1	WASF3 antisense RNA 1			
HGNC:20801	WASF4P	WASP family member 4, pseudogene			
HGNC:21665	WASF5P	WASP family member 5, pseudogene			
HGNC:33145	WASH2P	WASP family homolog 2, pseudogene			
HGNC:24362	WASH3P	WASP family homolog 3, pseudogene			
HGNC:14126	WASH4P	WASP family homolog 4, pseudogene			
HGNC:33884	WASH5P	WASP family homolog 5, pseudogene			
HGNC:31685	WASH6P	WASP family homolog 6, pseudogene			
HGNC:38034	WASH7P	WASP family homolog 7, pseudogene			
HGNC:53913	WASH8P	WAS protein family homolog 8, pseudogene			
HGNC:53981	WASH9P	WAS protein family homolog 9, pseudogene			
HGNC:24361	WASHC1	WASH complex subunit 1	613632		
HGNC:23416	WASHC2A	WASH complex subunit 2A		ENST00000282633.10	NM_001005751.3
HGNC:23414	WASHC2C	WASH complex subunit 2C	613631	ENST00000623400.4	NM_001330074.2
HGNC:23418	WASHC2D	WASH complex subunit 2D			
HGNC:24256	WASHC3	WASH complex subunit 3		ENST00000240079.11	NM_016053.4
HGNC:54983	WASHC3P1	WASHC3 pseudogene 1			
HGNC:29174	WASHC4	WASH complex subunit 4	615748	ENST00000332180.10	NM_015275.3
HGNC:28984	WASHC5	WASH complex subunit 5	610657	ENST00000318410.12	NM_014846.4
HGNC:43440	WASHC5-AS1	WASHC5 antisense RNA 1			
HGNC:38513	WASIR1	WASH and IL9R antisense RNA 1			
HGNC:38609	WASIR2	WASH and IL9R antisense RNA 2			
HGNC:12735	WASL	WASP like actin nucleation promoting factor	605056	ENST00000223023.5	NM_003941.4
HGNC:54820	WASL-DT	WASL divergent transcript			
HGNC:12737	WBP1	WW domain binding protein 1	606961	ENST00000233615.7	NM_012477.4
HGNC:23510	WBP1L	WW domain binding protein 1 like	611129	ENST00000448841.7	NM_001083913.2
HGNC:43948	WBP1LP1	WBP1L pseudogene 1			
HGNC:43949	WBP1LP2	WBP1L pseudogene 2			
HGNC:43958	WBP1LP3	WBP1L pseudogene 3			
HGNC:43951	WBP1LP4	WBP1L pseudogene 4			
HGNC:43957	WBP1LP5	WBP1L pseudogene 5			
HGNC:43956	WBP1LP6	WBP1L pseudogene 6			
HGNC:43955	WBP1LP7	WBP1L pseudogene 7			
HGNC:51468	WBP1LP8	WBP1L pseudogene 8			
HGNC:51469	WBP1LP9	WBP1L pseudogene 9			
HGNC:51470	WBP1LP10	WBP1L pseudogene 10			
HGNC:51471	WBP1LP11	WBP1L pseudogene 11			
HGNC:51472	WBP1LP12	WBP1L pseudogene 12			
HGNC:54567	WBP1P1	WBP1 pseudogene 1			
HGNC:54568	WBP1P2	WBP1 pseudogene 2			
HGNC:12738	WBP2	WW domain binding protein 2	606962	ENST00000254806.8	NM_012478.4
HGNC:28389	WBP2NL	WBP2 N-terminal like	610981	ENST00000328823.13	NM_152613.3
HGNC:31695	WBP2P1	WW domain binding protein 2 pseudogene 1			
HGNC:12739	WBP4	WW domain binding protein 4	604981	ENST00000379487.5	NM_007187.5
HGNC:16461	WBP11	WW domain binding protein 11	618083	ENST00000261167.7	NM_016312.3
HGNC:26250	WBP11P1	WBP11 pseudogene 1			
HGNC:54786	WBP11P2	WBP11 pseudogene 2			
HGNC:54789	WBP11P3	WBP11 pseudogene 3			
HGNC:12740	WBS2	Williams-Beuren syndrome type 2			
HGNC:12746	WBSCR2	Williams-Beuren syndrome chromosome region 2			
HGNC:12747	WBSCR3	symbol withdrawn, see [HGNC:2586](/data/gene-symbol-report/#!/hgnc_id/HGNC:2586)			
HGNC:12748	WBSCR4	symbol withdrawn, see [HGNC:2586](/data/gene-symbol-report/#!/hgnc_id/HGNC:2586)			
HGNC:12750	WBSCR6	symbol withdrawn, see [HGNC:4659](/data/gene-symbol-report/#!/hgnc_id/HGNC:4659)			
HGNC:12751	WBSCR7	symbol withdrawn, see [HGNC:4660](/data/gene-symbol-report/#!/hgnc_id/HGNC:4660)			
HGNC:12752	WBSCR9	symbol withdrawn, see [HGNC:961](/data/gene-symbol-report/#!/hgnc_id/HGNC:961)			
HGNC:12742	WBSCR10	symbol withdrawn, see [HGNC:961](/data/gene-symbol-report/#!/hgnc_id/HGNC:961)			
HGNC:12743	WBSCR11	symbol withdrawn, see [HGNC:4661](/data/gene-symbol-report/#!/hgnc_id/HGNC:4661)			
HGNC:12745	WBSCR15	symbol withdrawn, see [HGNC:12749](/data/gene-symbol-report/#!/hgnc_id/HGNC:12749)			
HGNC:16498	WBSCR23	Williams-Beuren syndrome chromosome region 23			
HGNC:12753	WD	symbol withdrawn, see [HGNC:11027](/data/gene-symbol-report/#!/hgnc_id/HGNC:11027)			
HGNC:26157	WDCP	WD repeat and coiled coil containing	616234	ENST00000295148.9	NM_025203.3
HGNC:20451	WDFY1	WD repeat and FYVE domain containing 1	618080	ENST00000233055.9	NM_020830.5
HGNC:20482	WDFY2	WD repeat and FYVE domain containing 2	610418	ENST00000298125.7	NM_052950.4
HGNC:40922	WDFY2-AS1	WDFY2 antisense RNA 1			
HGNC:20751	WDFY3	WD repeat and FYVE domain containing 3	617485	ENST00000295888.9	NM_014991.6
HGNC:40935	WDFY3-AS1	WDFY3 antisense RNA 1			
HGNC:21603	WDFY3-AS2	WDFY3 antisense RNA 2			
HGNC:29323	WDFY4	WDFY family member 4	613316	ENST00000325239.12	NM_001394531.1
HGNC:23170	WDHD1	WD repeat and HMG-box DNA binding protein 1	608126	ENST00000360586.8	NM_007086.4
HGNC:28027	WDPCP	WD repeat containing planar cell polarity effector	613580	ENST00000272321.12	NM_015910.7
HGNC:12754	WDR1	WD repeat domain 1	604734	ENST00000499869.7	NM_017491.5
HGNC:12755	WDR3	WD repeat domain 3	604737	ENST00000349139.6	NM_006784.3
HGNC:12756	WDR4	WD repeat domain 4	605924	ENST00000398208.3	NM_018669.6
HGNC:55134	WDR4P1	WDR4 pseudogene 1			
HGNC:55135	WDR4P2	WDR4 pseudogene 2			
HGNC:12757	WDR5	WD repeat domain 5	609012	ENST00000358625.4	NM_017588.3
HGNC:55141	WDR5-DT	WDR5 divergent transcript			
HGNC:17826	WDR5B	WD repeat domain 5B		ENST00000330689.6	NM_019069.4
HGNC:55192	WDR5B-DT	WDR5B divergent transcript			
HGNC:12758	WDR6	WD repeat domain 6	606031	ENST00000608424.6	NM_018031.6
HGNC:13490	WDR7	WD repeat domain 7	613473	ENST00000254442.8	NM_015285.3
HGNC:45131	WDR7-OT1	WDR7 overlapping transcript 1			
HGNC:13831	WDR11	WD repeat domain 11	606417	ENST00000263461.11	NM_018117.12
HGNC:27437	WDR11-DT	WDR11 divergent transcript			
HGNC:14098	WDR12	WD repeat domain 12	616620	ENST00000261015.5	NM_018256.4
HGNC:14352	WDR13	WD repeat domain 13	300512	ENST00000376729.10	NM_001347217.2
HGNC:16661	WDR17	WD repeat domain 17	609005	ENST00000508596.6	NM_181265.4
HGNC:17956	WDR18	WD repeat domain 18		ENST00000585809.6	NM_024100.4
HGNC:18340	WDR19	WD repeat domain 19	608151	ENST00000399820.8	NM_025132.4
HGNC:19667	WDR20	WD repeat domain 20	617741	ENST00000342702.8	NM_144574.4
HGNC:20852	WDR24	WD repeat domain 24		ENST00000293883.9	NM_032259.4
HGNC:21064	WDR25	WD repeat domain 25	618059	ENST00000402312.8	NM_001161476.3
HGNC:21208	WDR26	WD repeat domain 26	617424	ENST00000414423.9	NM_001379403.1
HGNC:21248	WDR27	WD repeat domain 27		ENST00000448612.6	NM_182552.5
HGNC:21421	WDR31	WD repeat domain 31		ENST00000374193.9	NM_001012361.4
HGNC:25651	WDR33	WD repeat domain 33	618082	ENST00000322313.9	NM_018383.5
HGNC:29250	WDR35	WD repeat domain 35	613602	ENST00000281405.9	NM_020779.4
HGNC:55818	WDR35-DT	WDR35 divergent transcript			
HGNC:30696	WDR36	WD repeat domain 36	609669	ENST00000513710.4	NM_139281.3
HGNC:31406	WDR37	WD repeat domain 37	618586	ENST00000263150.9	NM_014023.4
HGNC:23745	WDR38	WD repeat domain 38		ENST00000373574.2	NM_001045476.3
HGNC:25601	WDR41	WD repeat domain 41	617502	ENST00000296679.9	NM_018268.4
HGNC:28945	WDR43	WD repeat domain 43	616195	ENST00000407426.8	NM_015131.3
HGNC:30512	WDR44	WD repeat domain 44	301070	ENST00000254029.8	NM_019045.5
HGNC:28912	WDR45	WD repeat domain 45	300526	ENST00000376372.9	NM_001029896.2
HGNC:25072	WDR45B	WD repeat domain 45B	609226	ENST00000392325.9	NM_019613.4
HGNC:26605	WDR45BP1	WD repeat domain 45B pseudogene 1			
HGNC:52406	WDR45P1	WD repeat domain 45 pseudogene 1			
HGNC:13923	WDR46	WD repeat domain 46	611440	ENST00000374617.9	NM_005452.6
HGNC:29141	WDR47	WD repeat domain 47	615734	ENST00000369962.8	NM_001142551.2
HGNC:30914	WDR48	WD repeat domain 48	612167	ENST00000302313.10	NM_020839.4
HGNC:26587	WDR49	WD repeat domain 49		ENST00000682715.1	NM_001366157.1
HGNC:28786	WDR53	WD repeat domain 53	615110	ENST00000332629.7	NM_182627.3
HGNC:25770	WDR54	WD repeat domain 54		ENST00000348227.4	NM_032118.4
HGNC:25971	WDR55	WD repeat domain 55		ENST00000358337.10	NM_017706.5
HGNC:25706	WDR59	WD repeat domain 59	617418	ENST00000262144.11	NM_030581.4
HGNC:30300	WDR61	WD repeat domain 61	609540	ENST00000267973.7	NM_025234.3
HGNC:24502	WDR62	WD repeat domain 62	613583	ENST00000401500.7	NM_001083961.2
HGNC:26570	WDR64	WD repeat domain 64		ENST00000437684.7	NM_001367482.1
HGNC:25495	WDR70	WD repeat domain 70	617233	ENST00000265107.9	NM_018034.4
HGNC:26790	WDR72	WD repeat domain 72	613214	ENST00000360509.10	NM_182758.4
HGNC:25928	WDR73	WD repeat domain 73	616144	ENST00000434634.7	NM_032856.5
HGNC:25529	WDR74	WD repeat domain 74	617947	ENST00000278856.9	NM_001369450.1
HGNC:25725	WDR75	WD repeat domain 75		ENST00000314761.9	NM_032168.3
HGNC:25773	WDR76	WD repeat domain 76		ENST00000263795.11	NM_024908.4
HGNC:29652	WDR77	WD repeat domain 77	611734	ENST00000235090.10	NM_024102.4
HGNC:26600	WDR81	WD repeat domain 81	614218	ENST00000409644.6	NM_001163809.2
HGNC:28826	WDR82	WD repeat domain 82	611059	ENST00000296490.8	NM_025222.4
HGNC:32447	WDR82P1	WD repeat domain 82 pseudogene 1			
HGNC:33513	WDR82P2	WD repeat domain 82 pseudogene 2			
HGNC:32672	WDR83	WD repeat domain 83	616850	ENST00000418543.8	NM_001099737.3
HGNC:30203	WDR83OS	WD repeat domain 83 opposite strand	618474	ENST00000596731.7	NM_016145.4
HGNC:28020	WDR86	WD repeat domain 86		ENST00000334493.11	NM_198285.3
HGNC:41186	WDR86-AS1	WDR86 antisense RNA 1			
HGNC:29934	WDR87	WD repeat domain 87		ENST00000447313.7	NM_001291088.2
HGNC:55125	WDR87BP	WD repeat domain 87B, pseudogene			
HGNC:26999	WDR88	WD repeat domain 88		ENST00000355868.4	NM_173479.4
HGNC:20489	WDR89	WD repeat domain 89		ENST00000620954.2	NM_080666.4
HGNC:26960	WDR90	WD repeat domain 90	618290	ENST00000293879.9	NM_145294.5
HGNC:24997	WDR91	WD repeat domain 91	616303	ENST00000354475.5	NM_014149.4
HGNC:26924	WDR93	WD repeat domain 93		ENST00000268130.12	NM_020212.2
HGNC:42637	WDR95P	WD repeat domain 95, pseudogene			
HGNC:26959	WDR97	WD repeat domain 97		ENST00000323662.9	NM_001316309.2
HGNC:26697	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1		ENST00000359774.9	NM_001128212.3
HGNC:29175	WDTC1	WD and tetratricopeptide repeats 1	619763	ENST00000319394.8	NM_001276252.2
HGNC:55858	WDTC1-DT	WDTC1 divergent transcript			
HGNC:12761	WEE1	WEE1 G2 checkpoint kinase	193525	ENST00000450114.7	NM_003390.4
HGNC:56216	WEE1P1	WEE1 pseudogene 1			
HGNC:56217	WEE1P2	WEE1 pseudogene 2			
HGNC:19684	WEE2	WEE2 oocyte meiosis inhibiting kinase	614084	ENST00000397541.6	NM_001105558.1
HGNC:48669	WEE2-AS1	WEE2 antisense RNA 1			
HGNC:51823	WEE2P1	WEE2 pseudogene 1			
HGNC:15466	WFDC1	WAP four-disulfide core domain 1	605322	ENST00000219454.10	NM_021197.4
HGNC:15939	WFDC2	WAP four-disulfide core domain 2	617548	ENST00000372676.8	NM_006103.4
HGNC:15957	WFDC3	WAP four-disulfide core domain 3		ENST00000243938.9	NM_080614.2
HGNC:20477	WFDC5	WAP four-disulfide core domain 5	605161		
HGNC:16164	WFDC6	WAP four-disulfide core domain 6		ENST00000372670.8	NM_080827.2
HGNC:16163	WFDC8	WAP four-disulfide core domain 8		ENST00000289953.3	NM_130896.3
